VIN,Make,Model,BodyClass,Trim
2lmhj5nk2ebl54924,lincoln,mkt,suv,
2a4gf68476r612972,chrysler,pacifica,suv,touring
1g1yy26e075119201,chevrolet,corvette,coupe,
4a32b2ff5ce019433,mitsubishi,galant,sedan,
wbaka8c50ccy37455,bmw,750i,sedan,750i / alpina b7 swb (500 hp)
1p4gp44r5vb464421,plymouth,grand voyager,minivan,se/rallye
2hkyf18566h530914,honda,pilot,suv,ex-l
1gyee63a950222939,cadillac,srx,suv,
1gyee63a140188977,cadillac,srx,suv,
jtjbt20x940053694,lexus,gx,suv,470
3gnal4ek5fs530518,chevrolet,captiva sport,suv,
1g2an18b177190088,pontiac,g5,coupe,
3b7hf13zxxm510350,dodge,ram,pickup,1500
4a32b2ff1ae006000,mitsubishi,galant,sedan,
2lnbl8evxax622428,lincoln,town car,sedan,livery
1gcdl19w4yb116923,chevrolet,astro van,cargo van,1/2 ton
2d4fv47v06h120473,dodge,magnum,suv,base/sxt
2hkrl1866xh526224,honda,odyssey,minivan,ex
4a32b2ff9be017795,mitsubishi,galant,sedan,
5y2sn67029z410309,pontiac,vibe,hatchback,
1g1yy22g8y5130018,chevrolet,corvette,coupe,
4a32b2ffxce018584,mitsubishi,galant,sedan,
1fdnf20596ed27578,ford,f-250,pickup,
2c8gf68474r385963,chrysler,pacifica,suv,touring
1gbjc34d57e171712,chevrolet,silverado,incomplete,ltz
wbahl83597dt10681,bmw,750i,sedan,
jm3er293x70103836,mazda,cx-7,suv,
jm3er293370119134,mazda,cx-7,suv,
wbakc6c5xbc394714,bmw,750xi,sedan,
2c8gf68404r613382,chrysler,pacifica,suv,touring
1c4njdab3ed815660,jeep,compass,suv,sport
5nmsgdag7ah390992,hyundai,santa fe,suv,gls
2c4rdgdg6er145357,dodge,grand caravan,minivan,crew
1g1yy24u055111896,chevrolet,corvette,coupe,
jm3er293370117755,mazda,cx-7,suv,
1fdne24l84hb08246,ford,e-250,cargo van,
1b4gp44r9tb205235,dodge,caravan,minivan,se/sport
4t3zf13c8wu060033,toyota,sienna,minivan,le/xle
wbakc8c56cc436146,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
3gnec16t23g318391,chevrolet,suburban,suv,1/2 ton
jm1fe17n250158222,mazda,rx-8,coupe,
3gnda23p56s617681,chevrolet,hhr,suv,1/2 ton
5tbrv54177s452150,toyota,tundra,pickup,sr5
jtjbt20x560097159,lexus,gx,suv,470
2c3hd46r32h182154,chrysler,concorde,sedan,lx
wdbrh61j34f542320,mercedes-benz,c-class,wagon,
1gcgg25r7v1014010,chevrolet,express,cargo van,2500 (3/4 ton)
4a32b2ff1be011652,mitsubishi,galant,sedan,
1gbgsbfe7b8137405,chevrolet,colorado,incomplete,work truck
4m2dv11w9tdj57691,mercury,villager,minivan,
2a4gm68476r639188,chrysler,pacifica,suv,touring
wbakc8c54cc435609,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
4a32b2ff3be019882,mitsubishi,galant,sedan,
1c4njcaa9ed821335,jeep,compass,suv,sport
1c4njdab2ed627406,jeep,compass,suv,sport
5tbbv58187s458664,toyota,tundra,pickup,limited
kl1jk65z47k611020,chevrolet,optra,hatchback,
1fmzu73k35ub41450,ford,explorer,suv,
salme15437a257929,land rover,range rover,suv,hse spec 1
1b4gp44g1wb536314,dodge,caravan,minivan,se/sport
4a32b2ff3ce025070,mitsubishi,galant,sedan,
4a32b2ff8ce024674,mitsubishi,galant,sedan,
1ftne1ew5ada92937,ford,e-150,cargo van,
1gbhc24u04e239757,chevrolet,silverado,incomplete,3/4 ton
jm3er293x70167472,mazda,cx-7,suv,
4a4jn2as8be034476,mitsubishi,endeavor,suv,
1j4ez78y5tc147734,jeep,grand cherokee,suv,limited
4a32b2ff1ce015119,mitsubishi,galant,sedan,
2fahp71w77x131129,ford,crown victoria,sedan,
1ftrx18l2yna98423,ford,f-150,pickup,
1gdfg15t141154310,gmc,savana,van,1500 (1/2 ton)
1fdne1bw6cda09504,ford,e-150,van,
salsf25497a990657,land rover,range rover sport,suv,hse spec 2
wbahl83598dt12383,bmw,750i,sedan,
1d4gp25r15b148315,dodge,caravan,van,"base, c/v"
wbakc8c55cc436087,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
2g1wt58n569412341,chevrolet,impala,sedan,
1b4hs28y2wf102941,dodge,durango,suv,base
jh4kb16585c005172,acura,rl,sedan,
3gnda23d36s669221,chevrolet,hhr,suv,1/2 ton
2fahp71v98x145168,ford,crown victoria,sedan,
2g1ws553481337543,chevrolet,impala,sedan,
wa1lkcfp5aa044465,audi,q5,suv,
1fdss34l87da00853,ford,e-350,cargo van,extended van
wbakb8c50cc964106,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
5tbdt441855001444,toyota,tundra,pickup,sr5
2g1wu583481355305,chevrolet,impala,sedan,
2c4gm68425r263794,chrysler,pacifica,suv,touring
3gkec16t83g136983,gmc,yukon xl,suv,1500 (1/2 ton)
1fmeu17l4vla06725,ford,expedition,suv,
salsh23446a933486,land rover,range rover sport,suv,supercharged
2a4gm48406r801506,chrysler,pacifica,suv,base
jtjbt20x330010192,lexus,gx,suv,470
5tfbv54147x013071,toyota,tundra,pickup,sr5
4f2yz96175km08083,mazda,tribute,suv,
wbakc6c51cc395669,bmw,750xi,sedan,750xi / alpina b7 xdrive swb (500 hp)
2fmza5143xba63469,ford,windstar,minivan,
2d4fv48v35h579221,dodge,magnum,suv,base/sxt
jh4kb165x5c016299,acura,rl,sedan,
jtjbt20x060117253,lexus,gx,suv,470
1fmru17l9xla29177,ford,expedition,suv,
2c4rdgdg0er401198,dodge,grand caravan,minivan,crew
salag25455a330234,land rover,lr3,suv,hse7
3gnec16t73g296033,chevrolet,suburban,suv,1/2 ton
salty164x3a786743,land rover,discovery,suv,leather 5 seat
wbakb8c5xcc963898,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1c4gp54l3yb646600,chrysler,town and country,minivan,lxi
jm3er293570159991,mazda,cx-7,suv,
1gyee63a160186925,cadillac,srx,suv,
2gtek63nx61172334,gmc,sierra,pickup,1500 (1/2 ton) luxury
jn1az34e13t014271,nissan,350z,coupe,
jtjbt20x950089077,lexus,gx,suv,470
jtjbt20x670140263,lexus,gx,suv,470
1fdxe45s26da04355,ford,e-450,incomplete,srw/drw
2c3la73w76h454287,chrysler,300c,sedan,srt8
2t1kr32e17c661383,toyota,corolla matrix,wagon,
1c4njdab6ed820027,jeep,compass,suv,sport
2fafp71w72x148609,ford,crown victoria,sedan,
1d3hv18p99s748685,dodge,ram,pickup,1500
2p4gp44r4vr152673,plymouth,grand voyager,minivan,se/rallye
1g1yy26u065103179,chevrolet,corvette,coupe,
2fafp71w0xx145929,ford,crown victoria,sedan,
1j4fa39s46p736334,jeep,wrangler,suv,x
1ftrx18l7xkb71995,ford,f-150,pickup,
4a32b2ff3ce017986,mitsubishi,galant,sedan,
2g1wv58n681334759,chevrolet,impala,sedan,
2hkyf186x4h553750,honda,pilot,suv,ex-l( with res)
1g3nl52exyc426663,oldsmobile,alero,sedan,
wdbrf61j14e015761,mercedes-benz,c-class,sedan,
1fmfk20577la51608,ford,expedition max,suv,
1ftns2el1ada69451,ford,e-250,cargo van,
1ftne2el6ada92439,ford,e-250,cargo van,
3c4pdccg7ct134055,dodge,journey,suv,sxt
2gcek19r2w1212452,chevrolet,gmt-400,pickup,
2b3la43g87h821686,dodge,charger,sedan,base
2a4gm68486r813592,chrysler,pacifica,suv,touring
5tfrt54187x015202,toyota,tundra,pickup,sr5
2c4rdgdg0er327345,dodge,grand caravan,minivan,crew
kmhcn35c68u094811,hyundai,accent,hatchback,
2b6hb11y8xk526946,dodge,ram van,cargo van,1500
4a32b2ff2ce024685,mitsubishi,galant,sedan,
4a32b2ff8ce017899,mitsubishi,galant,sedan,
3gnda23d36s534191,chevrolet,hhr,suv,1/2 ton
1ftfw1ev0ake73096,ford,f-150,pickup,
2c4gm48l65r371590,chrysler,pacifica,suv,base
jm3er293270120694,mazda,cx-7,suv,
4a32b2ff3ce024808,mitsubishi,galant,sedan,
2hkyf18725h557916,honda,pilot,suv,with navi
3gnda13d06s676394,chevrolet,hhr,suv,1/2 ton
wbakc6c51cc395722,bmw,750xi,sedan,750xi / alpina b7 xdrive swb (500 hp)
wdbrf52h47e026246,mercedes-benz,c-class,sedan,
jn1az34d74t163731,nissan,350z,coupe,
2c8gm68464r638812,chrysler,pacifica,suv,touring
wvwad63b15p001827,volkswagen,passat,sedan,
wbakb8c56cdx20549,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1g1ja6eh6c4117333,chevrolet,sonic,hatchback,
4a32b2ff5ce024857,mitsubishi,galant,sedan,
1gyee63ax50100073,cadillac,srx,suv,
1gcek19r8wr124707,chevrolet,gmt-400,pickup,
5nmsgdag8ah338318,hyundai,santa fe,suv,gls
1gbhc44k29e159247,chevrolet,silverado,incomplete,ls
1ftrx14w87fb36696,ford,f-150,pickup,
jtjbt20xx70147295,lexus,gx,suv,470
2g1ws57m391303455,chevrolet,impala,sedan,
5fnyf18485b038308,honda,pilot,suv,
wp0ca29933s652515,porsche,911,convertible,"cabriolet (2wd), cabriolet 4 (4wd)"
1g6dc67a150184384,cadillac,sts,sedan,
jtjbt20x940026379,lexus,gx,suv,470
1ftne1el3ada64494,ford,e-150,cargo van,
1gbhk24u07e154750,chevrolet,silverado,incomplete,lt
1gccs1440yk108211,chevrolet,s-10 pickup,pickup,1/2 ton
4n2xn11t8yd838552,nissan,quest,minivan,
2mefm74v26x613212,mercury,grand marquis,sedan,
2gtec13z761338571,gmc,sierra,pickup,1500 (1/2 ton)
1fmyu931x3kc54187,ford,escape,suv,
4a32b2ff2ce017039,mitsubishi,galant,sedan,
1gyee637850119483,cadillac,srx,suv,
1ftfw1ev0ake03856,ford,f-150,pickup,
1b3el36x54n222322,dodge,stratus,sedan,se
1ftzr15x0ytb46563,ford,ranger,pickup,
1ftfx1ev6ake35143,ford,f-150,pickup,
jm1fe17n250154428,mazda,rx-8,coupe,
3c4pddfg4et199854,dodge,journey,suv,r/t
2c8gf68464r628050,chrysler,pacifica,suv,touring
1fmzu72k25ua72428,ford,explorer,suv,
4a32b2ff6ae010558,mitsubishi,galant,sedan,
knahg8c9xa7302988,kia,rondo,wagon,
waucfafc1cn128254,audi,a6,sedan,
jm3er29l570123525,mazda,cx-7,suv,
2a8gf68426r830235,chrysler,pacifica,suv,touring
1fdss3bl8ada17081,ford,e-350,van,
1b3ej46x9vn549559,dodge,stratus,sedan,base
1g1yy22p7t5107385,chevrolet,corvette,coupe,
2mefm75v07x602161,mercury,grand marquis,sedan,
2c4gm68465r302337,chrysler,pacifica,suv,touring
1gbfg15r911182977,chevrolet,express,van,
2gcec13z861331533,chevrolet,silverado,pickup,
2c4gm48l25r311550,chrysler,pacifica,suv,base
2d8hn44h18r751770,dodge,caravan,minivan,se
wbakc8c55cc437966,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
1c3cdfbh7ed871604,dodge,dart,sedan,sxt
2d4fv48v55h560315,dodge,magnum,suv,base/sxt
4a32b2ff8ce018521,mitsubishi,galant,sedan,
1ftzr15x8wpb09718,ford,ranger,pickup,
2g1wb5e33f1108431,chevrolet,impala,sedan,
2c8gf68434r333407,chrysler,pacifica,suv,touring
2hkyf18576h550850,honda,pilot,suv,ex-l
1gcek14t2xz137666,chevrolet,silverado,pickup,1500 (1/2 ton)
jtjbt20xx70135213,lexus,gx,suv,470
1ftfw1ev3aka36354,ford,f-150,pickup,
2a4gm68416r735687,chrysler,pacifica,suv,touring
3gnda23p06s500199,chevrolet,hhr,suv,1/2 ton
1fmpu18l9wlb78970,ford,expedition,suv,
1gb3g3bg4e1186667,chevrolet,express,incomplete,cutaway
kmhcn45c67u073414,hyundai,accent,sedan,
1j4fy19sxwp761710,jeep,wrangler,suv,sport/tj
4n2xn11t7yd843855,nissan,quest,minivan,
jn1az34e45m651636,nissan,350z,coupe,
wdcyr71e45x158636,mercedes-benz,g-class,suv,
2a4rr4de0ar186408,chrysler,town and country,minivan,lx
jtjbt20x350092458,lexus,gx,suv,470
wbaka8c59cdx01061,bmw,750i,sedan,750i / alpina b7 swb (500 hp)
salae25477a421062,land rover,lr3,suv,v6/v8 se
5nmsg73e89h285208,hyundai,santa fe,suv,
salme11493a123782,land rover,range rover,suv,feature specification 2
wbahl83528dt13441,bmw,750i,sedan,
3gnda23d96s560245,chevrolet,hhr,suv,1/2 ton
jm3er29l870147382,mazda,cx-7,suv,
1fmyu93143ka80004,ford,escape,suv,
4a32b2ff1ce022443,mitsubishi,galant,sedan,
jm3er293470101662,mazda,cx-7,suv,
1fdss31l78db35764,ford,e-350,van,extended wagon
jtjbt20x960121589,lexus,gx,suv,470
2c8gf68424r549314,chrysler,pacifica,suv,touring
2gtek19t8x1519153,gmc,sierra,pickup,1500 (1/2 ton)
3gnda23px6s565030,chevrolet,hhr,suv,1/2 ton
salsf254x6a909633,land rover,range rover sport,suv,hse
2g1wc583389164964,chevrolet,impala,sedan,
2hkyf18676h537413,honda,pilot,suv,ex-l( with res)
2c8gm684x5r513345,chrysler,pacifica,suv,touring
4a32b2ff7ce008305,mitsubishi,galant,sedan,
2c4gm48l05r555987,chrysler,pacifica,suv,base
1c4njrab9ed820083,jeep,patriot,suv,sport
2a4rr4de6ar186493,chrysler,town and country,minivan,lx
4a32b2ff8ce025145,mitsubishi,galant,sedan,
4a32b2ff7ce021491,mitsubishi,galant,sedan,
4a32b2ffxce016608,mitsubishi,galant,sedan,
jtjbt20x540042143,lexus,gx,suv,470
1j4gw58n2yc422348,jeep,grand cherokee,suv,limited
jtjbt20x850085344,lexus,gx,suv,470
1c4njrabxed820173,jeep,patriot,suv,sport
1gndx03e0xd341316,chevrolet,venture,minivan,
1gyee63a250112475,cadillac,srx,suv,
salsh23437a988254,land rover,range rover sport,suv,supercharged
2b4gp44g9xr333349,dodge,caravan,minivan,se/sport
1c4njrab4ed820217,jeep,patriot,suv,sport
1gb3g3bg4e1160148,chevrolet,express,incomplete,cutaway
salad25405a309929,land rover,lr3,suv,se
wdbrf52h57f924591,mercedes-benz,c-class,sedan,
wp0cb299x7s777272,porsche,911,convertible,"s cabriolet (2wd), 4s cabriolet (4wd)"
1ftrx18l9ynb66670,ford,f-150,pickup,
1j4fa39s26p726188,jeep,wrangler,suv,x
1gkfk66u651125558,gmc,yukon xl,suv,luxury
2t1kr32e37c671509,toyota,corolla matrix,wagon,
3gnal3ek7fs506540,chevrolet,captiva sport,suv,
2c4rdgdg2er315942,dodge,grand caravan,minivan,crew
2t1kr32e87c655192,toyota,corolla matrix,wagon,
salae25447a428468,land rover,lr3,suv,v6/v8 se
2gtek13z461341284,gmc,sierra,pickup,1500 (1/2 ton)
1lnhm84w14y637289,lincoln,town car,sedan,
wbahl83557dt11102,bmw,750i,sedan,
2b4fp25b1yr645346,dodge,caravan,minivan,base
1c4njcaa7ed608416,jeep,compass,suv,sport
jtjht00w653555679,lexus,lx,suv,470
1fmyu93114da21448,ford,escape,suv,
2g1wb58n469438044,chevrolet,impala,sedan,
1gyee53a480131124,cadillac,srx,suv,
2hkyf186x4h533580,honda,pilot,suv,ex-l( with res)
salae25446a374345,land rover,lr3,suv,se / v8 se
2c4gm68455r549963,chrysler,pacifica,suv,touring
jtjbt20x640043043,lexus,gx,suv,470
1g2wj52k9yf122095,pontiac,grand prix,sedan,
jm3er293170147580,mazda,cx-7,suv,
1ftne24lxyha28814,ford,e-250,cargo van,
1c4njcaa5ed607572,jeep,compass,suv,sport
1ftyr14v8ypc15911,ford,ranger,pickup,
3gnal3ek5fs518363,chevrolet,captiva sport,suv,
3gnal3ek1fs517906,chevrolet,captiva sport,suv,
3gnda23px6s524770,chevrolet,hhr,suv,1/2 ton
wbakb8c50bcy64960,bmw,750li,sedan,
1g1yy25u475127990,chevrolet,corvette,coupe,
1gccs19x8x8127068,chevrolet,s-10 pickup,pickup,1500 (1/2 ton)
1c3el46rx2n307373,chrysler,sebring,sedan,lx
1c4gj45313b105936,chrysler,voyager,minivan,lx
jthbf5c21d2103177,lexus,is,sedan,250
2fmda5345yba36539,ford,windstar,minivan,
1yvfp82dx55m69167,mazda,mazda6,wagon,core grade (canada only)
km8sc83d81u104187,hyundai,santa fe,suv,
1fmru15l5ylc37495,ford,expedition,suv,
wbakb8c59cc965058,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
1ftne2el7ada11027,ford,e-250,cargo van,
salsk25437a117112,land rover,range rover sport,suv,hse spec 3
2g1wu583781268627,chevrolet,impala,sedan,
1ftfw1ev2akc55337,ford,f-150,pickup,
2gcec19r2w1208656,chevrolet,gmt-400,pickup,
jtjbt20x750079177,lexus,gx,suv,470
1gbjg31k891112025,chevrolet,express,incomplete,
2hkrl1864yh573995,honda,odyssey,minivan,ex
wbakb8c55cc965042,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
5tfrv54127x012046,toyota,tundra,pickup,sr5
jn1az34d96m311729,nissan,350z,coupe,
2c8gf684x4r334893,chrysler,pacifica,suv,touring
1ftrx14w46fb21465,ford,f-150,pickup,
2fahp71v18x145195,ford,crown victoria,sedan,
salme15406a219475,land rover,range rover,suv,hse spec 1
jhmra1878sc025398,honda,odyssey,minivan,ex
2c4rdgdg6er172929,dodge,grand caravan,minivan,crew
2c8gm68455r670667,chrysler,pacifica,suv,touring
5nmsgdag8ah344720,hyundai,santa fe,suv,gls
5fnyf18475b024495,honda,pilot,suv,
kmhdt4bd6au028214,hyundai,unknown,sedan,
1c4njrab7ed569919,jeep,patriot,suv,sport
1j4fa64s16p757277,jeep,wrangler,suv,"rubicon (u.s.) / ""tj"" rubicon (canada)"
jm1fe17n950147993,mazda,rx-8,coupe,
wbakc8c53cc436346,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
3gnda13d86s531183,chevrolet,hhr,suv,1/2 ton
jh4kb16555c013181,acura,rl,sedan,
jf1sg65663h761910,subaru,forester,suv,2.5xs
2d8hn44h48r674408,dodge,caravan,minivan,se
1fdss3el1ada72600,ford,e-350,cargo van,
2c4gm68435r661421,chrysler,pacifica,suv,touring
wp0ab29927s730292,porsche,911,coupe,"s (2wd), 4s (4wd)"
1g6dc67a450206586,cadillac,sts,sedan,
1fmcu96h36kb36764,ford,escape,suv,
salae25417a420411,land rover,lr3,suv,v6/v8 se
1c4njrab4ed820184,jeep,patriot,suv,sport
jm1cr293170133131,mazda,mazda5,wagon,
1gyee637x50143154,cadillac,srx,suv,
salme15486a201158,land rover,range rover,suv,hse spec 1
2d8hn44hx8r114098,dodge,caravan,minivan,se
2c4gp44333r320834,chrysler,town and country,minivan,lx
2c8gf68424r327727,chrysler,pacifica,suv,touring
1fmnu41l8yeb39121,ford,excursion,suv,
3gnda23p36s667429,chevrolet,hhr,suv,1/2 ton
2b3la43g07h674263,dodge,charger,sedan,base
jf1sg63624h720484,subaru,forester,suv,2.5x
jf1sg69655h744240,subaru,forester,suv,2.5xt
1j4fa49s6yp793806,jeep,wrangler,suv,sport
jm3er293170117897,mazda,cx-7,suv,
3c4pddfg4ct334831,dodge,journey,suv,r/t
4f2cz96125km34388,mazda,tribute,suv,
1gyee637480169575,cadillac,srx,suv,
3vwdl7aj7cm375813,volkswagen,jetta,sedan,
2c4gm684x5r657835,chrysler,pacifica,suv,touring
5fnyf18616b019389,honda,pilot,suv,ex-l( with res)
2hkyf18706h508683,honda,pilot,suv,ex-l( with navi)
jm1cr293x70136562,mazda,mazda5,wagon,
jtjbt20xx30023327,lexus,gx,suv,470
1g11a5sl9ff111098,chevrolet,malibu,sedan,
2c4rdgdg8er385056,dodge,grand caravan,minivan,crew
3gnal2ek0fs503991,chevrolet,captiva sport,suv,
2hjyk16576h514286,honda,ridgeline,pickup,
wbakb8c57cc852418,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
km8jtcac0au053440,hyundai,tucson,suv,
2hkyf18404h566957,honda,pilot,suv,ex
1fmru17l0ylc35411,ford,expedition,suv,
1fmzu73e74za91860,ford,explorer,suv,
2c4rvabg0er134528,volkswagen,routan,minivan,se
jm1fe173440111013,mazda,rx-8,coupe,
2b3hd46v64h702215,dodge,intrepid,sedan,se
1fmcu94184kb40943,ford,escape,suv,
knaht8a35e7025263,unknown,unknown,wagon,
1ftrx18l1yna44157,ford,f-150,pickup,
4a32b2ff2ce019728,mitsubishi,galant,sedan,
jtjbt20x940042999,lexus,gx,suv,470
2c4rdgdg2er385134,dodge,grand caravan,minivan,crew
1gbdv13l45d255981,chevrolet,uplander,incomplete,1/2 ton
1fmfu18lxvlb57975,ford,expedition,suv,
2c4gf48415r287034,chrysler,pacifica,suv,base
kndje723057106047,kia,sportage,suv,
waubfcflxbn043208,audi,a4,sedan,
1falp62w1th171249,ford,thunderbird,sedan,lx
1b4hr28z6yf221650,dodge,durango,suv,base
2mhfm75w96x622192,mercury,grand marquis,sedan,
1ftfw1ev2akb69736,ford,f-150,pickup,
2gcec13zx61343330,chevrolet,silverado,pickup,
4a32b2ff7ce024696,mitsubishi,galant,sedan,
jm3lv5224w0838722,mazda,mpv,minivan,
1fmfk175x7la30610,ford,expedition max,suv,
1gyde63a540118264,cadillac,srx,suv,
1fmzu85p8yzb88947,ford,explorer,suv,
3gnda13d67s570694,chevrolet,hhr,suv,ls
1fmdu35p8vzc28713,ford,explorer,suv,
jm1fe173870213192,mazda,rx-8,coupe,
4m2zu86ex5uj10741,mercury,mountaineer,suv,
2c4rdgdg4er204650,dodge,grand caravan,minivan,crew
1l1fm81w4wy701356,lincoln,town car,limousine,
wbakc8c59cc435315,bmw,750lxi,sedan,750lxi / alpina b7 xdrive lwb (500 hp)
jtjht00w064003946,lexus,lx,suv,470
5tbrt54187s452678,toyota,tundra,pickup,sr5
4a32b2ff4be011774,mitsubishi,galant,sedan,
1j4fy29s0sp287752,jeep,wrangler,suv,se
1j4gw58nxyc252515,jeep,grand cherokee,suv,limited
2g4gv5ekxe9316070,buick,regal,sedan,
1fmfk15587la62930,ford,expedition max,suv,
wdbrf52h77a931538,mercedes-benz,c-class,sedan,
jm3er293470154233,mazda,cx-7,suv,
1ftnx21sxxec05805,ford,f-250,pickup,
2t1kr32ex7c685200,toyota,corolla matrix,wagon,
3c4pdccg1ct255051,dodge,journey,suv,sxt
1ftne1ew2ada63511,ford,e-150,cargo van,
2c8gf68454r313871,chrysler,pacifica,suv,touring
jm1cr29l660125864,mazda,mazda5,wagon,
5tfbt54197x009023,toyota,tundra,pickup,sr5
2g1ws57m391292196,chevrolet,impala,sedan,
3vwf17at7em640586,volkswagen,beetle,hatchback,
jm3er293570148795,mazda,cx-7,suv,
4a32b2ff4be009197,mitsubishi,galant,sedan,
2a4rr4de2ar189634,chrysler,town and country,minivan,lx
4a32b2ff8ce022679,mitsubishi,galant,sedan,
4a32b2ff7ce021006,mitsubishi,galant,sedan,
3gkfk16t73g179489,gmc,yukon xl,suv,1500 (1/2 ton)
4n2xn11t0yd806226,nissan,quest,minivan,
salsh23496a931068,land rover,range rover sport,suv,supercharged
salae25466a390353,land rover,lr3,suv,se / v8 se
2fahp71v79x116608,ford,crown victoria,sedan,
wbakb8c55cc964781,bmw,750li,sedan,750li / alpina b7 lwb (500 hp)
jf1sg63637h730283,subaru,forester,suv,2.5x
1fmpu18l3wlc16306,ford,expedition,suv,
2a4gm68476r605221,chrysler,pacifica,suv,touring
2a4gm68486r815908,chrysler,pacifica,suv,touring
3gnda23d96s562044,chevrolet,hhr,suv,1/2 ton
jm3er29l270132344,mazda,cx-7,suv,
1ftne1ew9ada63571,ford,e-150,cargo van,
3gnda13d37s615543,chevrolet,hhr,suv,ls
3gnda33p27s568771,chevrolet,hhr,suv,lt
jf1sg63626h714039,subaru,forester,suv,2.5x
2a4gm68416r863556,chrysler,pacifica,suv,touring
wbxpc73418we52230,bmw,x3,suv,3.0si sav
4m2zu55p3xuj38952,mercury,mountaineer,suv,
wdbpj74j83a037642,mercedes-benz,cl-class,coupe,amg
jm1fe17nx40138928,mazda,rx-8,coupe,
1d4gp443x3b108613,dodge,caravan,van,sport
2c4gm68465r495833,chrysler,pacifica,suv,touring
1fmyu93113kb32995,ford,escape,suv,
2gcec19k5s1131701,chevrolet,gmt-400,pickup,
1b4gp25342b537709,dodge,caravan,minivan,se
2fabp7bv3ax126464,ford,crown victoria,sedan,
1gbhc34k77e568934,chevrolet,silverado,incomplete,ltz
wdcyr49e64x144769,mercedes-benz,g-class,suv,
1fdne1bw4bda64788,ford,e-150,van,
2fmda5242ybc06972,ford,windstar,minivan,
1g1yy22g1v5109622,chevrolet,corvette,coupe,
3c4pddfg2ct191345,dodge,journey,suv,r/t
salmf134x6a216101,land rover,range rover,suv,hse / supercharged spec 2
1gyee63a440144150,cadillac,srx,suv,
1g2nf12e9ym779555,pontiac,grand am,coupe,
wdbrf52hx7a920128,mercedes-benz,c-class,sedan,
5fnyf18545b012653,honda,pilot,suv,
1ftfx1evxaka47218,ford,f-150,pickup,
3gnca33d08s700381,chevrolet,hhr,suv,
wbahl83548dt11500,bmw,750i,sedan,
1b4hs28z5xf653617,dodge,durango,suv,base
wbakc6c54cc397044,bmw,750xi,sedan,750xi / alpina b7 xdrive swb (500 hp)
5nmsg73e07h106785,hyundai,santa fe,suv,
1j4fy49sxwp772823,jeep,wrangler,suv,sahara/tj
4t3zf13cxyu211375,toyota,sienna,minivan,le/xle
4g1jf32t8vb107456,chevrolet,cavalier,convertible,
2hkyf18474h609965,honda,pilot,suv,ex
4a32b2ff4ce011386,mitsubishi,galant,sedan,
jh4kb16515c019933,acura,rl,sedan,
jtjbt20x940047331,lexus,gx,suv,470
2hkyf18756h518772,honda,pilot,suv,ex-l( with navi)
wp0ca29915s755144,porsche,911,convertible,carrera (2wd)/carrera 4 (4wd)/carrera 4s (4wd)
1j4fa29p8yp760595,jeep,wrangler,suv,se
3gnda23d76s532704,chevrolet,hhr,suv,1/2 ton
2a8gm68436r605876,chrysler,pacifica,suv,touring
1b4hs28y4wf186485,dodge,durango,suv,base
1g1yy22p8s5109838,chevrolet,corvette,coupe,
1j4fa39s36p784293,jeep,wrangler,suv,x
4t3zf19c3yu293473,toyota,sienna,minivan,ce
